HIP 60202,1
HIP 60202,1
HIP 60202,1
HIP 74793,1
HIP 74793,1
HIP 74793,1
HIP 116076,1
HIP 116076,1
HIP 116076,1
HIP 79248,2
HIP 79248,2
HIP 79248,2
HIP 79248,2
HIP 79248,2
HIP 79248,2
HIP 79248,2
HIP 79248,2
HIP 96901,1
HIP 96901,1
HIP 96901,1
HIP 96901,1
HIP 96901,1
HIP 96901,1
HIP 79540,1
HIP 103527,1
HIP 103527,1
HIP 103527,1
HIP 70791,1
HIP 70791,1
HIP 50887,2
HIP 50887,2
HIP 12184,1
HIP 12184,1
HIP 12184,1
HIP 42527,1
HIP 42527,1
HIP 90344,1
HIP 53721,3
HIP 53721,3
HIP 53721,3
HIP 53721,3
HIP 53721,3
HIP 53721,3
HIP 53721,3
HIP 53721,3
HIP 53721,3
HIP 53721,3
HIP 21547,1
HIP 21547,1
HIP 21547,1
HIP 113357,1
HIP 113357,1
HIP 113357,1
HIP 113357,1
HIP 113357,1
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 43587,5
HIP 31039,1
HIP 31039,1
HIP 31039,1
HIP 31039,1
HIP 64924,3
HIP 64924,3
HIP 64924,3
HIP 64924,3
HIP 64924,3
HIP 31592,2
HIP 31592,2
HIP 31592,2
HIP 31592,2
HIP 65721,1
HIP 65721,1
HIP 65721,1
HIP 65721,1
HIP 65721,1
HIP 65721,1
HIP 11791,2
HIP 11791,2
HIP 11791,2
HIP 73136,1
HIP 73136,1
HIP 12247,1
HIP 12247,1
HIP 12247,1
HIP 114855,1
HIP 30034,1
HIP 25486,1
HIP 25486,1
HIP 25486,1
HIP 102409,3
HIP 102409,3
HIP 102409,3
HIP 102409,3
HIP 102409,3
HIP 102409,3
HIP 102409,3
HIP 102409,3
HIP 102409,3
HIP 102409,3
HIP 102409,3
HIP 102409,3
HIP 102409,3
HIP 102409,3
HIP 102409,3
HIP 102409,3
HIP 102409,3
HIP 104780,1
HIP 104780,1
HIP 78407,1
HIP 12684,1
HIP 88617,1
HIP 88617,1
HIP 114458,1
HIP 27803,2
HIP 27803,2
HIP 49067,2
HIP 49067,2
HIP 49067,2
HIP 90979,2
HIP 90979,2
HIP 90979,2
HIP 2247,1
HIP 2247,1
HIP 10337,2
HIP 10337,2
HIP 10337,2
HIP 27305,4
HIP 27305,4
HIP 27305,4
HIP 27305,4
HIP 8501,1
HIP 28941,1
HIP 28941,1
HIP 96258,1
HIP 116748 A,1
HIP 116748 A,1
HIP 116748 A,1
HIP 57050,2
HIP 57050,2
HIP 57050,2
HIP 57050,2
HIP 57050,2
HIP 16069,2
HIP 16069,2
HIP 16069,2
HIP 1475,2
HIP 1475,2
HIP 1475,2
HIP 1475,2
HIP 19165,1
HIP 19394,3
HIP 19394,3
HIP 19394,3
HIP 22627,1
HIP 22627,1
HIP 22627,1
HIP 22762,3
HIP 22762,3
HIP 22762,3
HIP 22762,3
HIP 34785,1
HIP 29295,2
HIP 29295,2
HIP 29295,2
HIP 29295,2
HIP 29295,2
HIP 33226,1
HIP 3143,1
HIP 36208,2
HIP 36208,2
HIP 1292,1
HIP 5812,1
HIP 6365,1
HIP 6365,1
HIP 10037,3
HIP 10037,3
HIP 10037,3
HIP 15799,1
HIP 43790,2
HIP 43790,2
HIP 43790,2
HIP 120005,1
HIP 120005,1
HIP 47103,3
HIP 47103,3
HIP 47103,3
HIP 47103,3
HIP 47103,3
HIP 47103,3
HIP 47780,3
HIP 47780,3
HIP 47780,3
HIP 47780,3
HIP 47780,3
HIP 51317,1
HIP 79126,1
HIP 84460,2
HIP 84460,2
HIP 54035,2
HIP 54035,2
HIP 54035,2
HIP 54035,2
HIP 54646,2
HIP 54646,2
HIP 54646,2
HIP 54646,2
HIP 55042,1
HIP 55042,1
HIP 56528,3
HIP 56528,3
HIP 56528,3
HIP 56528,3
HIP 56528,3
HIP 56528,3
HIP 56528,3
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 57087,1
HIP 60398,1
HIP 60398,1
HIP 60398,1
HIP 61706,1
HIP 62452,1
HIP 62452,1
HIP 64792,1
HIP 65859,1
HIP 68469,1
HIP 68469,1
HIP 74995,3
HIP 74995,3
HIP 74995,3
HIP 74995,3
HIP 74995,3
HIP 74995,3
HIP 74995,3
HIP 74995,3
HIP 74995,3
HIP 74995,3
HIP 74995,3
HIP 74995,3
HIP 74995,3
HIP 74995,3
HIP 74995,3
HIP 80459,1
HIP 83043,1
HIP 83043,1
HIP 83043,1
HIP 85523,1
HIP 85647,4
HIP 85647,4
HIP 85647,4
HIP 85647,4
HIP 85647,4
HIP 85647,4
HIP 85647,4
HIP 85647,4
HIP 85647,4
HIP 85647,4
HIP 85647,4
HIP 85647,4
HIP 85647,4
HIP 86057,1
HIP 86214,2
HIP 86214,2
HIP 86087,1
HIP 86162,2
HIP 86162,2
HIP 86162,2
HIP 86162,2
HIP 86162,2
HIP 91128,1
HIP 91608,1
HIP 93101,1
HIP 102401,2
HIP 102401,2
HIP 102401,2
HIP 106440,1
HIP 106440,1
HIP 106440,1
HIP 106440,1
HIP 106440,1
HIP 109388,2
HIP 109388,2
HIP 109388,2
HIP 109388,2
HIP 109388,2
HIP 109388,2
HIP 109388,2
HIP 109388,2
HIP 109388,2
HIP 109388,2
HIP 10138,1
HIP 10138,1
HIP 10138,1
HIP 113020,4
HIP 113020,4
HIP 113020,4
HIP 113020,4
HIP 113020,4
HIP 113020,4
HIP 113020,4
HIP 113020,4
HIP 113020,4
HIP 113020,4
HIP 113020,4
HIP 113020,4
HIP 113020,4
HIP 113020,4
