hip,dist,x0,y0,z0,mag,absmag,vx,vy,vz,spect
4134.0,333.4996,233.885,54.977,-231.295,8.42,0.805,3.07870946403488e-05,6.092682577726482e-05,-3.6211448545889934e-05,G
4135.0,463.2008,303.035,71.242,343.001,9.17,0.841,1.8924899891032907e-05,-1.8913650288287628e-05,-5.483465454511767e-05,K
4136.0,190.1367,72.611,17.072,-174.895,9.28,2.885,-2.0982554502260047e-05,4.5232607256443904e-05,-1.974407550912085e-05,F
4138.0,773.8719,428.441,100.747,636.526,9.45,0.007,6.003197101343591e-07,1.2576033178061696e-05,-9.921126930176182e-06,A
4139.0,671.991,445.301,104.728,492.251,8.59,-0.547,-6.208758024234573e-06,1.0428381744872334e-05,-1.2863409393645603e-05,A
4141.0,440.1842,407.263,95.831,136.804,8.96,0.742,-1.8327648254374533e-05,7.549403864124064e-05,-5.341004576110206e-05,K
4142.0,124.8178,53.405,12.568,112.113,7.99,2.509,1.7140303819168417e-05,1.2272293903939198e-06,-8.302206826014868e-06,F
4143.0,257.0694,180.149,42.396,178.419,8.76,1.71,-4.276894425522812e-06,2.0323941396081977e-05,-5.113455793308e-07,A
4144.0,51.2701,38.76,9.125,32.295,7.76,4.211,-3.7476517509154336e-05,6.659764825204338e-06,2.11461850876459e-05,F
4145.0,99.2472,81.333,19.148,-53.557,9.11,4.126,-7.674274454596646e-06,0.0001048912959969,4.3810043854745616e-05,G
4146.0,110.4972,106.147,24.994,-17.825,8.58,3.363,-7.743817453385635e-06,-5.070502764644213e-06,-5.322187058790832e-05,F
4147.0,164.5125,160.1,37.705,-3.285,4.78,-1.301,1.4604029745687646e-05,8.263344561985728e-06,-1.2870568231756237e-05,K
4148.0,13.942,11.71,2.758,-7.046,7.15,6.428,-1.986679844816024e-05,3.83908034049978e-05,8.659126040387767e-06,K
4149.0,110.3411,51.944,12.237,-96.578,7.88,2.666,-3.2470444287505794e-06,2.7384601155481664e-05,1.723234602344796e-06,F
4150.0,215.4111,91.373,21.535,-193.879,9.05,2.384,4.568361405741366e-06,4.449729231336621e-05,-2.8645579354111412e-05,G
4151.0,18.903,8.885,2.095,16.553,4.8,3.417,-1.8551617618121423e-06,-6.868393821571306e-06,2.6021353840985748e-05,F
4152.0,148.1202,111.787,26.359,93.533,8.23,2.377,-4.398594673403542e-06,4.233430051279693e-05,-4.599042140501215e-06,F
4154.0,238.0291,210.049,49.54,-100.413,9.3,2.417,7.653820631423413e-06,2.9697928556374204e-05,-3.101208669525436e-05,F
4155.0,315.144,166.069,39.176,264.957,7.26,-0.233,7.290765270098546e-06,2.1149253161121888e-05,-1.864468251355963e-05,B
4156.0,356.1352,344.952,81.389,-34.876,8.82,1.062,6.443976990726742e-06,-2.1971496852685812e-05,-3.940224496091412e-05,K
4159.0,379.5932,318.812,75.26,191.797,7.27,-0.627,1.5948868619327653e-05,4.3612664461123935e-05,1.12496027452776e-08,K
4157.0,87.5301,22.548,5.323,-84.408,7.61,2.899,-1.193378313042221e-05,0.0001032652170546,-9.507959702076894e-06,G
4160.0,106.1629,98.458,23.243,-32.192,7.64,2.51,1.6723045826434484e-05,-3.391243882121865e-06,-2.5015025740862736e-06,A
4161.0,446.6948,268.37,63.378,351.421,8.73,0.48,5.515373418662008e-06,-2.2366255639929187e-06,-1.865286404282892e-05,A
4162.0,404.8759,289.08,68.275,-275.129,8.63,0.593,-1.4904700946334157e-05,3.505069408080902e-05,1.3280667386379537e-05,K
4163.0,158.5754,109.939,25.977,-111.287,9.46,3.459,1.441994533712856e-05,-2.386654356968576e-05,6.947141040788249e-06,F
4164.0,73.5093,64.952,15.356,-30.807,6.44,2.108,-8.065965168364039e-06,3.643234983616084e-05,1.539866077596771e-05,F
4165.0,144.6282,109.819,25.97,-90.459,8.36,2.559,-1.0455994406156198e-05,3.2372265936274285e-05,-9.311602999613869e-06,F
4167.0,772.4655,740.493,175.168,133.001,8.54,-0.899,-3.930406660968261e-05,1.5591949404954752e-05,3.581975783212254e-05,K
4166.0,59.312,54.526,12.899,19.454,9.53,5.664,-1.1150401702887423e-05,7.454498124600269e-05,-1.817322188941663e-05,G
4168.0,88.7958,54.541,12.902,68.874,8.83,4.088,1.584659950346149e-05,2.1497990846225494e-05,-3.621860738400056e-05,F
4169.0,289.5417,280.793,66.437,23.999,9.9,2.591,-1.141527871298078e-05,3.0562102585443256e-05,-1.5115375325018449e-05,G
4170.0,179.2595,79.385,18.787,-159.621,9.08,2.813,3.4582301530142e-05,2.7560504034771457e-05,1.2114799465505312e-05,F
4171.0,87.607,80.225,19.002,29.628,7.42,2.707,-1.2448196783228996e-05,5.3212666367480365e-05,-1.1071654483670482e-05,F
4173.0,241.1092,233.719,55.376,21.036,8.92,2.009,1.9594762599956254e-06,-9.899650415844287e-06,4.292234792902735e-06,F
4172.0,169.2047,44.518,10.548,162.902,7.61,1.468,-1.3338960782423249e-05,2.749198372714113e-05,1.8653886733987584e-06,A
4175.0,215.1552,173.72,41.164,120.077,7.82,1.156,8.994568740428771e-06,-8.98127375536617e-06,3.98849551878024e-08,G
4174.0,350.1128,220.549,52.261,266.845,7.11,-0.611,2.7786518780835677e-06,2.149185469927352e-05,-2.0924261106216334e-06,B
4176.0,125.9446,122.239,28.966,8.975,7.2,1.699,6.956345261216202e-06,-2.3595530412640432e-05,-1.858741180867458e-05,F
4177.0,298.5075,203.565,48.25,-212.932,8.21,0.835,-7.409397444503292e-06,2.2485910505492595e-05,-1.98811161243815e-06,F
4178.0,277.7778,185.726,44.032,201.811,7.69,0.472,7.736658615275004e-06,1.1093130998002376e-05,-9.540685819154066e-06,A
4179.0,278.0293,92.719,21.991,261.189,7.08,-0.14,-3.246430814055383e-05,1.3171239432402746e-05,-4.489102840945093e-05,M
4180.0,255.9256,248.992,59.068,-3.465,9.49,2.449,5.780250428755363e-06,-9.246150765459524e-06,-2.3769387909612908e-05,K
4181.0,170.2219,128.586,30.527,-107.281,8.62,2.465,8.505722366588527e-06,3.93736096084716e-05,-2.4226530857534643e-05,F
4183.0,869.5652,491.66,116.83,707.647,9.22,-0.477,2.0854718107427347e-05,2.3978016905979874e-05,-1.84483258110966e-05,A
4182.0,270.7651,129.056,30.667,236.046,7.78,0.617,3.3891984998045422e-06,3.808604143971664e-05,-3.548738320555752e-07,A
4185.0,119.01,91.959,21.853,72.314,6.07,0.692,6.299777537355456e-06,6.121829275748337e-06,-2.4248007371866537e-05,K
4184.0,244.4988,224.786,53.417,79.983,7.86,0.919,-7.4145109002966e-07,-6.20671264191725e-06,6.228189156249144e-06,K
4186.0,172.3973,167.447,39.795,9.932,8.81,2.627,-7.727454394847049e-06,1.619840526204108e-05,-1.1987985761831274e-05,F
4187.0,163.1048,99.749,23.708,-126.851,8.49,2.428,2.3845067055353863e-05,1.0439631347617613e-05,-5.6237786814801376e-06,F
4188.0,169.2351,159.147,37.828,-43.379,9.17,3.028,-4.551998347202781e-06,-2.510706794514228e-06,-1.9127392740447905e-05,F
4190.0,256.3293,236.633,56.281,80.884,7.87,0.826,1.0798595944307834e-05,-1.4347334264863586e-05,-7.584277632634426e-06,G
4191.0,393.199,318.943,75.867,217.083,8.27,0.297,-6.304379647569433e-05,-3.993608974573548e-06,-4.652017542519886e-05,K
4192.0,352.9875,227.455,54.141,264.449,7.57,-0.169,-3.234056251035578e-05,-3.636382952853051e-05,-8.895469967154462e-05,K
4193.0,353.4802,264.529,62.975,225.846,8.67,0.928,-1.5319913556750766e-05,4.035027966499343e-05,-2.7271082436870224e-05,K
4194.0,49.5232,44.603,10.623,-18.715,8.92,5.446,-2.147855971421092e-05,4.732401067590688e-05,-2.1555261551110546e-05,G
4195.0,53.4325,47.473,11.308,-21.759,8.69,5.051,-2.1079710162332897e-05,3.77117364756465e-05,-6.317981439979632e-05,G
4196.0,206.385,175.458,41.798,100.31,7.33,0.757,-1.4736979596313655e-05,-2.197763299963778e-05,-1.4725729993568376e-05,A
4198.0,221.4007,195.298,46.541,93.333,8.55,1.824,1.7320297463092857e-05,-1.253614822287389e-05,-2.999144091891008e-05,F
4197.0,209.205,177.141,42.214,102.983,6.7,0.097,1.4725729993568376e-05,5.583893726292336e-07,-4.757968346557228e-05,K
4199.0,392.3567,337.274,80.378,183.656,8.98,1.012,4.200806203318388e-05,7.279822474700867e-05,-1.657475560842855e-05,K
4200.0,207.1955,91.904,21.908,-184.401,5.73,-0.852,-1.7915503717433908e-05,6.919017033925055e-05,1.0782232885769249e-05,M
4201.0,156.2206,132.959,31.696,-75.644,9.69,3.721,-1.7835733807058304e-06,-8.774690141316527e-06,-3.010700501983884e-05,F
4202.0,124.7496,84.573,20.164,89.462,8.25,2.77,9.372964469133563e-06,3.864954426813919e-05,2.603771689952433e-06,F
4203.0,129.098,125.508,29.927,4.302,9.04,3.485,1.007350791281676e-06,-1.3636563909593774e-05,-1.1254716201070908e-05,G
4204.0,374.2255,286.963,68.443,-230.244,8.75,0.884,-5.016095595003415e-05,3.906168880507981e-05,-3.624008389833245e-05,K
4205.0,45.6413,32.276,7.701,31.338,7.19,3.893,-2.6160439838563723e-06,6.363491196540073e-05,-2.783663064761009e-05,G
4206.0,152.9794,87.308,20.831,123.879,9.2,3.277,-4.893577194195756e-06,3.51417135939299e-05,-1.799936439244416e-06,F
4207.0,145.8359,141.41,33.747,-11.507,6.53,0.711,-1.3441229898289408e-05,6.735955316524628e-05,-3.620326701662064e-06,K
4208.0,200.4111,54.159,12.925,-192.521,8.44,1.93,8.081305535743962e-06,2.8062645393674305e-06,-1.3368618826024431e-05,F
4209.0,233.1677,220.135,52.548,-56.093,7.48,0.642,-9.142858958434704e-07,4.202033432708782e-05,3.9557694017030684e-06,G
4210.0,1218.5177,222.659,53.159,-1196.822,9.47,-0.959,-8.894345006879934e-06,5.3021423120810646e-05,2.139981249499398e-05,K
4211.0,323.5333,311.385,74.349,-46.749,8.2,0.65,1.5421159981458267e-05,1.3651904276973695e-05,1.114733362941144e-07,G
4212.0,92.6034,54.591,13.054,73.653,6.27,1.437,-2.517865632624859e-06,3.425299497705297e-05,-8.120167799773103e-06,A
4214.0,416.1331,332.774,79.595,236.84,9.79,1.694,3.293065530890352e-07,3.936645077036097e-05,1.7013490115494377e-05,B
4215.0,661.1946,384.687,92.015,529.837,8.51,-0.592,1.84084408559088e-07,-3.720550435210901e-06,-1.553876946470435e-05,B
4216.0,392.7944,345.896,82.738,166.726,9.79,1.819,7.204859212770971e-06,1.1736403736800522e-05,1.0193162778380168e-05,A
4217.0,137.3426,115.47,27.622,-69.041,8.98,3.291,-1.1586068136477269e-05,3.47633178652251e-05,-3.622678891326986e-05,F
4218.0,538.5274,460.082,110.076,-257.332,8.55,-0.106,-2.2253759612476418e-06,-3.5572266571726435e-05,-1.982077734602047e-05,K
4219.0,144.3369,139.246,33.317,18.268,8.54,2.743,-2.2151490496610256e-05,8.410612088832999e-06,-9.06891838766347e-05,G
4220.0,208.5769,178.17,42.633,99.71,7.33,0.734,1.2735572998812904e-05,3.149070615750799e-05,-1.3510772897078398e-05,K
4221.0,336.0258,320.658,76.745,64.822,8.65,1.018,3.7550151272577965e-05,7.983127184512448e-06,-2.108073285349156e-05,K
4222.0,419.442,166.773,39.942,-382.783,8.67,0.557,-4.042698150189305e-06,4.067242737997183e-05,9.656249920082829e-06,F
4223.0,28.9315,19.564,4.687,20.792,11.11,8.803,-4.223714485272408e-05,3.3945164938295824e-05,-2.0233944574119755e-05,M
4224.0,936.673,844.971,202.44,349.855,9.3,-0.558,5.199361850635574e-06,2.8371498123590105e-05,-3.89154439693912e-05,K
4225.0,91.9835,75.662,18.128,-49.067,9.26,4.441,-4.69026619185383e-05,-1.3651904276973695e-05,-3.003643932989119e-06,G
4226.0,112.824,87.532,20.977,-68.025,8.56,3.298,-6.006265174819577e-06,2.286839699883204e-05,-1.023304773356797e-05,F
4227.0,465.7381,259.467,62.194,381.734,8.53,0.189,1.476561494875618e-05,1.1006202249516138e-05,-1.1234262377897674e-05,A
4228.0,240.3846,135.436,32.482,-195.925,7.6,0.695,2.366200533795344e-05,3.0243022943940837e-05,2.137117714255145e-05,K
4229.0,319.7998,290.265,69.619,114.767,8.49,0.966,-2.4042446448975554e-05,-4.394810716116493e-05,3.17034259185096e-07,K
4230.0,347.8142,253.915,60.916,-229.763,9.53,1.823,-1.0001919531710446e-06,0.0001143368715383,-3.8485913682753325e-05,K
4231.0,260.7638,252.265,60.529,26.393,7.93,0.849,-4.406776202672834e-06,3.689971969566919e-05,7.629276043615536e-06,G
4232.0,176.6784,113.182,27.165,-132.918,6.82,0.584,-1.1137106717824824e-05,6.876575350840598e-05,4.57040678805869e-06,G
4233.0,157.3835,138.651,33.279,-66.619,8.72,2.735,-1.498242547439244e-06,2.883989067425712e-05,-2.382256784986331e-05,A
4234.0,126.9036,111.795,26.84,-53.721,8.87,3.353,-1.1418346786456762e-05,2.4301187312116935e-05,-1.1621862327030424e-05,F
4235.0,184.1821,161.661,38.816,79.258,7.26,0.934,-2.6590992816360263e-05,7.150758850477774e-05,3.5896459669022154e-06,K
4236.0,216.8412,178.142,42.823,-115.981,8.06,1.379,-1.0525537404945189e-05,2.556932434885732e-05,-6.726239750517343e-06,F
4237.0,123.0012,65.11,15.657,103.174,7.41,1.96,5.93160872023728e-08,1.734075128626609e-05,-2.6682012329481144e-06,F
4238.0,266.8067,239.723,57.654,101.954,8.55,1.419,1.027804614454908e-06,9.885332739623026e-06,-1.0613488844590084e-05,A
4239.0,102.2495,39.744,9.56,93.723,7.05,2.002,-1.008066675092739e-05,2.7590162078372643e-05,1.4604029745687646e-06,F
4240.0,341.5341,318.913,76.733,-95.144,7.64,-0.027,-3.685369859352941e-05,4.230873323383039e-06,-3.724641199845547e-05,K
4241.0,398.5357,81.495,19.623,-389.621,9.11,1.108,-1.432994851516634e-05,1.5497861818357886e-05,-1.1738449119117844e-05,K
4242.0,64.6841,59.798,14.398,-20.023,8.94,4.886,-2.008463166495516e-05,3.758083200733781e-05,-3.010393694636285e-05,K
4243.0,116.0281,105.947,25.511,39.836,8.13,2.807,3.399425411391158e-06,-1.1392779507490224e-06,-2.3047367951597815e-05,F
4244.0,596.7921,344.042,82.844,480.554,9.37,0.491,1.4111092607212755e-05,1.3498500603174457e-05,-1.2429788342373084e-05,B
4245.0,1114.5542,609.884,146.86,921.252,8.44,-1.796,3.27261170771712e-06,-2.6017263076351102e-06,-1.751869954787321e-06,A
4246.0,374.7818,305.966,73.691,203.508,7.22,-0.649,-8.38606750102512e-08,1.1822309794128097e-06,-3.0497673042447573e-05,K
4247.0,406.0861,378.662,91.219,-114.892,8.97,0.927,1.9351362104194795e-05,3.8803970633097085e-05,2.277124133875918e-05,K
4249.0,108.961,85.253,20.544,-64.671,9.92,4.734,-3.4156862008138775e-05,4.398492404287675e-05,-7.642571028678136e-06,F
4250.0,677.3754,501.698,120.909,-438.768,8.91,-0.244,-2.080665162297025e-05,-1.1107448674223638e-05,-4.282212419547851e-05,K
4251.0,98.8781,88.557,21.352,-38.453,9.59,4.614,1.6430556155057263e-05,1.3329756561995292e-05,-7.12713468471269e-06,G
4254.0,658.7678,344.999,83.224,-555.0,7.33,-1.764,4.659380918862249e-06,5.035731265249718e-06,6.18114536295071e-06,G
4253.0,69.4352,42.353,10.217,54.065,9.24,5.032,8.685716010512969e-06,2.4204031652044088e-05,-1.137846183126896e-05,K
4255.0,209.0136,157.748,38.072,131.729,7.69,1.089,3.2971562955249986e-06,-1.1463345197437872e-05,-3.52828449738252e-06,A
4256.0,190.1141,65.967,15.925,-177.59,8.63,2.235,8.64174029069052e-07,1.931352253132432e-05,2.052541155433832e-06,F
4257.0,126.1999,121.251,29.274,-19.178,6.15,0.645,3.884283289712623e-05,1.9915887623776e-05,-3.637405644011713e-05,G
4258.0,129.8575,45.14,10.899,121.271,9.18,3.613,3.494535689146687e-05,-5.226667704571839e-05,-8.310388355284161e-06,G
4260.0,522.8806,507.696,122.682,-24.452,9.88,1.288,1.520639483813933e-05,-4.3916403735246425e-05,-1.9370793236209363e-05,A
4261.0,84.1874,53.739,13.0,-63.487,7.92,3.294,-4.2666675139361945e-06,1.6076705014160353e-05,-2.8299909742483797e-05,F
4262.0,196.3998,171.988,41.607,85.216,8.42,1.954,-5.587984490926983e-06,-1.7358137035963335e-05,-4.458524375301111e-05,F
4263.0,187.8336,148.812,36.008,-108.811,9.32,2.951,8.682647937036983e-06,4.214101188380989e-05,3.0517104174462143e-06,F
4264.0,139.455,75.16,18.218,116.047,7.16,1.438,4.911985635051664e-06,4.970790376674706e-05,3.2756797811931045e-06,A
4265.0,93.0519,76.983,18.68,-48.819,9.22,4.376,3.934292887371175e-06,3.60682717836773e-05,-6.406137417856262e-06,G
4267.0,108.1081,99.22,24.089,35.533,5.8,0.631,9.30648954382056e-06,8.219368842163279e-06,-4.44870654017796e-07,A
4268.0,592.4341,446.319,108.44,374.19,8.18,-0.683,-1.4301313162723812e-05,-5.5203846053394505e-05,-9.417451534535342e-05,M
4270.0,146.6422,118.192,28.726,-81.91,8.45,2.619,2.6333274644377536e-05,1.534139007108266e-05,2.961713595483993e-06,F
4271.0,113.9165,45.968,11.173,-103.63,9.59,4.307,-6.2169395535038655e-06,-3.079220809614212e-05,-3.568680798149653e-05,F
4272.0,386.6567,349.633,85.005,-141.541,8.68,0.743,-2.2631132650022545e-05,2.6465201803844883e-05,-7.56177842714387e-06,K
4273.0,87.7193,35.401,8.608,-79.796,7.94,3.225,-1.4581530540197091e-05,-2.695609356000245e-05,-9.37705523376821e-06,F
4275.0,403.5086,358.389,87.228,-163.609,8.78,0.751,7.335763681079657e-06,-4.895213500049614e-05,-4.067345007113049e-05,K
4276.0,178.9559,172.493,41.989,-22.548,9.01,2.746,-1.6277152481258025e-05,4.6862776963350495e-05,9.84237971095924e-06,F
4277.0,124.4321,77.868,18.955,-95.187,9.32,3.845,-2.4860599375904837e-05,1.5105148413431832e-06,-2.0036565180498064e-05,F
4278.0,241.8464,231.803,56.457,39.62,8.19,1.272,1.0586898874464883e-05,-1.9593739908797592e-05,-3.4018798701719466e-05,F
4279.0,4021.8342,1707.76,416.037,3617.405,8.87,-4.152,-1.2636371956422728e-05,-4.783740163755501e-05,-6.536837347933214e-05,A
4281.0,581.4976,212.469,51.807,538.807,9.29,0.467,7.944264920483309e-06,-1.8368555900720995e-05,-1.3663153879718976e-06,B
4282.0,103.887,85.008,20.739,-56.001,9.16,4.077,-1.111665289465159e-06,-7.007479819149283e-06,-3.502001334604917e-05,G
4283.0,87.7193,9.34,2.281,87.191,5.59,0.875,-5.491851522012792e-07,2.700722811793553e-05,1.1699586855088702e-05,A
4285.0,364.9635,230.703,56.343,277.128,7.69,-0.121,4.306552469123998e-06,2.228853111187091e-05,-8.11709972629712e-06,A
4287.0,595.7927,362.612,88.67,464.348,8.65,-0.225,2.935123625358792e-06,-1.2456378312498289e-06,-1.3712243055334733e-05,A
4288.0,37.9795,33.799,8.266,15.222,5.46,2.562,-9.071270577328392e-07,2.575852221320972e-05,-6.869416512729967e-06,K
4289.0,213.9443,146.385,35.802,-151.861,7.43,0.778,2.2833625499437544e-05,-1.239501684297859e-05,-4.400946863068463e-05,K
4290.0,29.9403,26.548,6.495,12.226,7.41,5.029,9.00684103433271e-06,-2.539853492536084e-05,-2.7345738891452523e-05,G
4291.0,50.999,13.403,3.279,-49.097,6.68,3.142,2.567159346472348e-05,3.841330261048836e-05,-1.5491725671405915e-05,K
4292.0,100.7049,50.42,12.338,86.296,4.83,-0.185,8.499586219636557e-06,-1.4124387592275357e-05,-3.0396426617740075e-05,K
4293.0,69.096,23.475,5.745,-64.732,5.45,1.253,-1.204934723135097e-05,-5.583893726292336e-07,-1.0046917942691558e-05,K
4294.0,254.3696,240.891,58.961,56.56,8.2,1.173,-1.058485349214756e-06,4.97815375301707e-05,-2.0157242737220136e-05,K
4295.0,397.8112,183.413,44.895,350.14,8.44,0.442,-8.570151909584207e-07,1.852400495683756e-05,-1.1802878662113524e-05,B
4296.0,144.5272,130.985,32.065,51.99,8.27,2.47,-2.9075109640749286e-06,2.861592131051023e-05,-1.0324067246688852e-05,A
4297.0,121.3039,117.813,28.841,1.672,8.05,2.631,1.5299459733577534e-06,-2.8727394646804343e-06,-2.9150788786490247e-05,K
4298.0,303.2857,194.498,47.671,227.773,6.28,-1.129,-1.5873189473586694e-05,-3.891135320475656e-05,-5.1738968407849006e-05,M
4299.0,162.2032,150.294,36.845,-48.621,8.29,2.24,-4.748355049665809e-06,1.9343180574925504e-05,-2.0453823173232e-08,F
4301.0,84.2017,75.043,18.403,33.462,7.59,2.963,-1.3965870462682809e-05,-8.396294412611736e-06,1.4538577511533304e-05,F
4302.0,126.6571,119.587,29.334,29.674,9.35,3.837,-3.4409466724328194e-05,4.334676475987191e-05,-4.825159155681294e-05,G
4303.0,116.4493,108.206,26.546,33.872,7.96,2.629,-4.884372973767801e-06,2.234580181675596e-05,-1.449664717402818e-05,A
4304.0,1126.1534,924.547,226.855,601.64,9.34,-0.918,-2.701950041183947e-05,3.985427445304255e-05,4.457297145910717e-05,M
4306.0,193.0502,128.145,31.453,140.919,7.76,1.332,7.81745121680927e-06,3.429901607919274e-05,-1.4763569566438856e-05,K
4305.0,1182.8982,621.03,152.433,995.155,7.43,-2.935,-1.3458615647986657e-06,-1.1387666051696916e-05,-4.139649272030424e-05,K
4307.0,322.104,231.55,56.843,216.574,8.25,0.71,5.491851522012792e-07,3.478786245303298e-05,-5.475488463474206e-06,A
4308.0,82.0856,79.359,19.488,-7.775,9.09,4.519,-1.9550786880133807e-05,6.798339477202985e-05,-2.9145675330696936e-05,G
4309.0,271.7458,188.652,46.332,-190.025,7.96,0.789,1.3399299560784285e-05,-1.7634263648801966e-05,-5.184532828834981e-05,K
4310.0,59.0092,54.81,13.462,-17.225,7.92,4.065,-2.7282332039615503e-05,-4.523056187412658e-05,-4.776376787413136e-05,K
4311.0,53.0695,34.881,8.567,-39.068,6.73,3.106,-1.3008631538175551e-06,-2.1617645711788905e-05,-6.07141060162632e-05,F
4313.0,606.0606,416.23,102.248,428.495,8.92,0.007,-5.186373672920572e-05,7.267141104333463e-05,3.303803788056298e-05,G
4314.0,376.1326,365.139,89.734,-9.868,8.56,0.683,-2.0648134493377706e-06,7.209768130332548e-05,-1.7743691602778762e-05,G
4315.0,392.5882,280.308,68.896,266.094,8.82,0.85,-3.16420644489899e-06,1.3889168625783188e-05,-7.6026860734903345e-06,A
4316.0,734.4322,668.894,164.432,254.821,8.65,-0.68,-4.236804932103276e-05,-6.115181783217036e-05,-5.518134684790395e-05,K
4317.0,230.7555,203.815,50.104,95.902,6.19,-0.626,-1.151243437305363e-05,2.566648000893017e-05,-1.9375906692002677e-05,M
4318.0,104.0822,43.44,10.679,93.979,7.59,2.503,7.067818597510317e-06,-7.576096103365132e-06,-1.4788114154246737e-06,A
4319.0,125.2462,109.68,26.964,-54.128,9.44,3.951,-1.4686867729539238e-05,3.9033053452637286e-05,7.871653848218335e-06,G
4320.0,272.027,19.794,4.868,271.262,8.1,0.927,1.9242956841376663e-05,8.109940888186488e-07,-3.985222907072523e-05,G
4321.0,894.5556,702.294,172.777,526.461,8.89,-0.868,-1.1893898175234407e-05,-1.4392332675844695e-05,-2.3812340938276693e-05,K
4323.0,231.2066,222.898,54.879,27.593,7.37,0.55,2.413551134441376e-07,4.4365365153898864e-05,8.538448483665699e-06,K
4324.0,198.4039,70.203,17.299,-184.76,8.32,1.832,6.116715819955029e-06,2.1098118603188807e-05,-4.064174664521199e-05,G
4325.0,416.1685,402.307,99.14,38.938,9.51,1.414,2.3307131505897865e-05,-2.010406279696973e-05,-3.3111671643986625e-05,K
4326.0,184.3263,162.648,40.086,-76.908,7.07,0.742,-2.6621673551120102e-05,4.483273501340722e-05,-7.10156740574615e-06,K
4327.0,257.732,215.258,53.054,131.435,7.81,0.754,-1.015736858782701e-05,3.1946826414271056e-05,3.739981567225471e-06,A
4329.0,90.7288,77.37,19.083,43.375,7.2,2.411,-7.773475496986822e-06,1.7234391405765283e-05,-2.6368046143772037e-05,A
4330.0,312.0654,245.776,60.639,-182.487,10.0,2.529,5.502078433599408e-07,3.3734490559611534e-05,1.5258552087231072e-06,F
4331.0,170.033,125.749,31.027,110.162,8.06,1.907,9.520231995980834e-06,-8.755259009301957e-06,-8.401407868405043e-06,A
4332.0,82.0293,63.163,15.587,-49.964,8.67,4.1,-3.931020275663458e-05,3.667881840539829e-05,-3.825274009857849e-05,G
4333.0,97.3795,92.278,22.797,-21.164,7.86,2.918,-5.360947053704107e-06,4.6340181781274414e-05,8.224482297956587e-06,F
4334.0,458.8254,398.957,98.613,204.033,8.62,0.312,1.2009462276163168e-05,3.52081885192429e-05,1.2889999363770806e-05,G
4335.0,342.2647,326.436,80.713,-63.797,8.57,0.898,-3.8741586472418725e-05,3.91496402447247e-05,-9.66443144935212e-06,K
4336.0,308.8042,299.776,74.122,0.106,7.89,0.442,-3.130048560199693e-05,-2.1642190299596777e-05,-7.190336998317977e-05,K
4337.0,216.6985,120.644,29.836,-177.519,9.21,2.531,2.712176952770563e-06,-2.1057210956842345e-06,4.42313926121142e-06,F
4338.0,416.8267,235.703,58.306,338.805,8.59,0.49,-8.829915463884254e-06,2.967236127740766e-05,-7.553596897874578e-06,A
4339.0,124.6654,19.639,4.862,123.013,9.52,4.041,1.5942732472375682e-05,2.825082056686804e-05,4.834261106993383e-06,G
4340.0,423.59,264.681,65.562,324.151,8.42,0.285,-5.470375007680898e-06,1.2505467488114044e-05,-1.11483563205701e-05,K
4342.0,151.9757,146.059,36.197,-21.291,8.11,2.201,-4.324960909979907e-06,9.980443017378554e-06,-1.270080149941841e-05,F
4343.0,564.8169,455.817,112.981,-313.822,9.62,0.86,-7.420237970785104e-05,5.22022475027227e-05,-0.0001407519614754,G
4344.0,266.3289,237.677,58.925,104.731,8.04,0.913,-8.076192079950654e-06,-3.648962054104589e-06,4.36586855632637e-06,G
4345.0,290.7348,281.506,69.793,-20.245,8.81,1.493,1.7897095276577998e-06,1.4109047224895432e-05,-1.2292747727112432e-06,A
4346.0,178.718,172.04,42.661,-22.855,5.88,-0.381,1.974816627375549e-06,-6.331480963273965e-06,-3.904532574654123e-05,K
4347.0,519.5273,445.658,110.562,-243.052,9.48,0.902,-2.8660919721491332e-05,-3.697846691488613e-05,-7.485792474055314e-05,G
4348.0,525.6303,345.341,85.678,386.893,8.76,0.157,1.7907322188164617e-06,1.2072869128000186e-05,-1.498242547439244e-05,A
4350.0,187.6296,147.809,36.695,109.594,9.09,2.723,-1.6598277505077768e-05,2.9586455220080084e-06,-3.717584630850782e-05,K
4351.0,118.5983,105.296,26.143,47.905,8.34,2.97,-2.5048774549098566e-05,6.85203076303272e-07,-1.54682037747567e-05,F
4352.0,411.095,397.732,98.806,32.336,8.97,0.9,-3.075641390558896e-05,8.999682196222079e-07,-2.892886480506068e-05,K
4354.0,326.3679,300.312,74.622,-103.73,7.98,0.411,1.7651649398499216e-05,-3.932247505053852e-06,-8.556856924521607e-06,K
4353.0,31.1322,26.251,6.523,-15.413,9.42,6.954,4.6235867283090936e-06,6.259074429240724e-05,1.901489671299513e-05,K
4355.0,298.555,276.619,68.753,-88.827,8.33,0.955,1.4348356956022248e-06,1.7580061017392903e-06,-2.8681373544664573e-05,K
4356.0,134.034,124.804,31.02,-37.773,9.06,3.424,2.96580436011864e-08,-3.006712006465104e-07,-3.348290853458078e-05,G
4357.0,154.6927,24.238,6.025,-152.663,9.72,3.773,-4.320870145345259e-06,-7.585300323793087e-06,-5.120001016723434e-05,F
4358.0,381.1,252.818,62.85,278.155,7.98,0.075,1.0881433928159425e-06,2.049268543726114e-05,-5.61866522568683e-06,A
