hip,dist,x0,y0,z0,mag,absmag,vx,vy,vz,spect
3538.0,142.5736,123.713,24.704,-66.423,8.95,3.18,1.28102294533952e-05,6.378524756572399e-06,4.319847454186598e-06,F
3539.0,296.3365,230.909,46.112,179.917,8.01,0.651,-1.198491768835529e-05,2.8689555073933865e-05,-1.1611635415443806e-05,K
3540.0,41.3736,40.572,8.104,0.183,7.01,3.926,-1.0314863026260897e-05,5.18800997877443e-05,-1.0486675140916046e-05,F
3541.0,234.5223,210.754,42.126,93.856,7.4,0.549,4.578588317327983e-06,-7.670183689962e-07,-5.761841987899455e-06,B
3542.0,257.8402,135.603,27.133,217.617,8.02,0.963,-5.088911205500122e-06,4.869543951967208e-05,-5.207543379904866e-06,A
3543.0,220.4536,152.799,30.576,-155.94,8.99,2.273,-1.012464247074984e-07,2.08772173129179e-05,-1.2691597278990456e-05,F
3544.0,108.2928,60.569,12.127,88.948,5.41,0.237,-5.77820504643804e-07,-1.6143179939473357e-05,-1.0549059301594404e-05,A
3545.0,157.3019,148.867,29.816,41.152,8.67,2.686,4.430298099322051e-06,-1.61605656891706e-05,-9.36376024870561e-06,F
3546.0,258.2254,223.634,44.798,121.084,8.12,1.06,-1.5793419563211088e-05,4.756638848050968e-05,-1.9359543633464087e-05,K
3547.0,640.548,398.421,79.841,-495.164,8.99,-0.043,-2.7091088792945783e-06,-4.862487382972443e-05,2.4460727132868148e-05,K
3549.0,392.2624,383.143,76.799,-34.25,8.76,0.792,-1.2517739782017985e-06,1.337168689950042e-05,1.99557725789638e-05,K
3548.0,156.7398,101.156,20.276,-117.998,7.62,1.644,1.6956219410609326e-06,4.623484459193227e-05,9.398531748100103e-06,A
3550.0,57.62,54.73,10.973,14.293,9.82,6.017,-1.0874275090048793e-05,7.365012648217379e-05,-1.4904700946334157e-05,G
3551.0,46.9282,44.005,8.826,13.708,9.93,6.573,-2.2380573316150453e-05,3.667779571423962e-05,-2.0208377295153216e-05,K
3552.0,287.4427,280.901,56.387,-23.198,6.15,-1.143,7.465645458229679e-07,4.9522796667029314e-05,4.939496027219661e-05,K
3553.0,85.6671,57.762,11.606,-62.191,9.25,4.586,1.2432856415849073e-05,-1.642032924347065e-05,1.8858424965719903e-06,G
3554.0,488.596,472.388,94.934,-81.015,9.02,0.575,-8.756179431344752e-05,0.0001282280855464,5.99204976771418e-05,G
3555.0,693.7509,578.873,116.337,364.227,8.38,-0.826,-2.5432283733596662e-05,3.4785817070715665e-05,-1.18754897343785e-05,K
3558.0,196.2251,139.773,28.102,134.826,8.17,1.706,1.5582745184526797e-05,-6.001151719026269e-06,-1.4903678255175496e-05,A
3557.0,170.7531,129.007,25.938,-108.816,9.14,2.978,5.096070043610752e-06,4.2425320025917816e-05,-1.76148325167874e-05,F
3559.0,32.3819,30.948,6.223,-7.219,6.15,3.598,-1.6041933514765856e-05,-8.606968791296026e-06,-2.910885844898512e-05,G
3561.0,187.1304,44.633,8.987,-181.507,9.38,3.019,-3.230681370211994e-06,2.5700228817166005e-05,1.3294985062600798e-08,F
3562.0,263.3068,108.708,21.889,238.818,8.59,1.488,-7.775520879304144e-06,9.337170278580408e-07,-4.0159036418323706e-05,G
3560.0,159.3939,2.266,0.456,-159.377,9.69,3.678,-1.5062195384768044e-05,4.647006355842444e-05,-4.188636178530315e-05,G
3563.0,187.4027,134.051,26.999,-128.145,8.48,2.116,1.9557945718244435e-05,4.3405058155915625e-05,8.770599376681882e-06,F
3565.0,371.4449,262.446,52.885,257.482,8.55,0.701,4.757559270093763e-06,-2.634861501175746e-05,-3.1568430685566265e-05,G
3567.0,339.3011,305.138,61.515,-135.027,8.49,0.837,3.030438441346053e-05,-2.0930397253168303e-05,-2.746539375701593e-05,K
3568.0,161.5451,138.246,27.887,78.786,7.73,1.689,-8.553788851045623e-06,2.550898557049629e-05,-1.754835759147439e-05,A
3570.0,226.1822,210.325,42.43,71.563,9.49,2.718,4.771876946315026e-06,-2.8017646982693192e-05,-2.620748363186216e-05,F
3569.0,185.7463,157.147,31.703,93.816,7.78,1.435,8.838096993153546e-06,1.973793936216888e-05,-9.515118540187526e-06,A
3572.0,93.8722,23.834,4.811,90.669,5.64,0.777,2.201854064598425e-06,-6.661810207521662e-06,-3.7166642088079865e-05,A
3573.0,554.212,293.405,59.238,-466.428,9.27,0.552,4.635859022213033e-06,1.971544015667832e-05,-1.3850306361754046e-05,K
3574.0,134.2421,130.354,26.327,18.323,7.83,2.191,1.46132339661156e-05,-1.219047861124627e-06,6.253756435215684e-06,G
3575.0,736.6589,383.286,77.446,-624.308,9.05,-0.286,-9.468074746889091e-06,2.9740881585037982e-05,-4.847556092055984e-06,M
3576.0,96.8118,91.022,18.393,-27.373,6.47,1.54,3.246021737591918e-06,5.619687916845492e-06,-4.270758278570841e-06,F
3578.0,40.244,26.24,5.303,-30.048,7.88,4.856,-1.4425058792921867e-05,-1.4781978007294766e-05,8.051647492142776e-06,G
3579.0,48.9476,18.07,3.653,-45.343,9.74,6.291,-1.298817771500232e-07,-1.6419306552311987e-05,-1.3744969172411904e-06,K
3580.0,241.2559,220.442,44.573,-87.31,9.8,2.888,7.207927286246956e-06,-1.4724707302409716e-05,3.4219246168817136e-06,F
3581.0,522.5375,407.492,82.403,-316.552,9.86,1.269,1.2742731836923537e-05,6.136351490201332e-05,-8.288911840952268e-06,F
3582.0,138.003,135.234,27.358,-2.853,8.93,3.231,8.094600520806563e-06,3.636382952853051e-05,1.0620647682700715e-05,F
3583.0,15.0487,9.955,2.014,-11.104,5.8,4.913,-5.875360706510891e-06,1.2479900209147504e-05,1.2130139832885238e-05,G
3584.0,956.1408,513.487,103.924,799.835,6.95,-2.953,-2.485139515547688e-06,1.0996998029088183e-05,-2.967542935088365e-05,F
3585.0,458.7964,403.568,81.695,202.368,7.41,-0.898,-1.8119019258007566e-05,-3.754299243446733e-06,-1.2990223097319645e-05,K
3586.0,132.1004,111.369,22.553,-67.371,8.83,3.225,4.269735587412179e-06,-3.01693891805172e-06,6.048195512324701e-06,G
3587.0,48.8759,19.107,3.869,44.82,7.54,4.095,1.205446068714428e-05,3.146820695201743e-06,-5.411058920478526e-06,G
3588.0,15.7248,11.47,2.323,-10.503,7.89,6.907,-2.8718190426376387e-05,1.803720396531464e-05,1.4424036101763204e-05,K
3589.0,48.5279,27.294,5.534,39.741,7.63,4.2,-3.078300387571416e-07,2.309645712721357e-05,-2.422039471058267e-05,F
3590.0,386.7789,219.296,44.497,315.479,7.8,-0.137,3.6673704949604974e-06,2.191933960359407e-05,8.82684739040827e-06,K
3591.0,147.4464,144.491,29.338,1.491,7.68,1.837,-2.7233242863999743e-05,7.424533273651483e-05,1.2833751350044416e-05,K
3592.0,117.885,99.323,20.187,-60.202,7.83,2.473,2.95833871466041e-05,5.4529892579836505e-06,-7.48507659024425e-06,F
3593.0,119.8277,112.499,22.882,-34.339,7.27,1.877,5.133909616481231e-06,2.962634017526789e-05,1.1185173202281915e-05,F
3594.0,136.9446,60.329,12.274,-122.326,9.34,3.657,4.095162206628644e-05,-1.5011060826834964e-05,-8.952638402923646e-06,F
3595.0,195.5256,134.257,27.34,-139.491,9.91,3.454,2.2375459860357145e-05,0.0001239798264733,3.534318375218623e-05,G
3596.0,396.4107,350.949,71.467,-169.907,8.79,0.799,-1.986884383047757e-05,3.1694221698081644e-05,2.8916592511156735e-05,K
3597.0,55.8652,41.433,8.44,36.51,7.57,3.834,6.642379075507092e-06,2.571965994918058e-05,-1.1044041822386618e-05,F
3598.0,97.371,93.288,19.01,20.423,8.32,3.378,-1.0147141676240395e-05,4.341528506750224e-05,5.939790249506572e-06,F
3599.0,395.2766,357.523,72.912,152.002,9.12,1.135,2.7090066101787123e-05,4.635859022213032e-05,-2.903317930324416e-05,K
3601.0,87.5612,27.607,5.632,-82.904,9.86,5.148,1.743279349054563e-05,-3.8445006036406864e-05,-3.562544651197683e-05,G
3600.0,81.1395,79.116,16.143,-7.978,9.18,4.634,-3.274657090034444e-05,8.777451407444914e-05,2.760754782806989e-05,G
3603.0,58.3447,41.05,8.376,-40.606,8.65,4.82,-9.275808809060711e-06,6.638390579988312e-05,-1.7512563400921237e-05,G
3602.0,373.2855,305.75,62.393,-204.857,9.86,2.0,-7.58734570611041e-06,1.7403135446944445e-05,-1.702064895360501e-05,F
3604.0,165.2842,114.785,23.447,116.591,6.03,-0.061,1.3755196083998518e-06,2.1386517509931377e-05,-9.337170278580408e-07,B
3605.0,106.1835,97.342,19.884,-37.471,9.36,4.23,6.976185469694238e-05,-4.631256911999055e-05,-4.578690586443849e-05,G
3606.0,93.8086,85.072,17.379,-35.508,9.01,4.149,4.338255895042507e-06,-7.483031207926927e-06,6.7313532063106505e-06,G
3607.0,95.5362,86.463,17.668,-36.594,5.49,0.589,-3.01213226960601e-05,8.565242992022632e-05,1.449153371823487e-06,G
3608.0,466.5298,393.08,80.361,-238.076,9.45,1.106,1.3466797177255949e-05,-8.439247441275523e-06,-1.7064624673427458e-05,G
3609.0,441.242,427.738,87.448,-63.937,9.15,0.927,1.99424775939012e-07,3.3009402528120463e-05,-6.473635034327928e-06,K
3610.0,89.0843,85.54,17.492,-17.688,7.68,2.931,6.147396554714877e-06,-4.683209622859064e-05,-1.6576800990745873e-05,G
3611.0,167.5829,93.453,19.12,137.786,6.51,0.389,-5.03061780945641e-06,7.423715120724554e-06,-1.084052628181296e-05,A
3612.0,138.5042,134.801,27.59,-15.838,8.56,2.853,-4.633813639895709e-06,2.4458681750550824e-05,3.1682972095336364e-06,F
3613.0,300.149,248.412,50.848,160.61,9.54,2.153,3.500671836098657e-06,-3.8754881457481335e-05,-2.556830165769866e-05,F
3614.0,174.4875,78.467,16.064,-155.019,7.72,1.511,-1.718018877435622e-05,5.098729040623273e-05,-2.1046984045255723e-05,A
3615.0,362.4894,186.769,38.289,-308.302,9.15,1.354,-2.169946100448183e-05,3.5599879233010293e-06,4.935302993469149e-05,K
3616.0,555.4136,170.093,34.902,-527.574,9.21,0.487,3.283861310462397e-06,3.790502510463354e-05,1.0799618635466495e-06,K
3617.0,69.9249,58.748,12.061,35.954,7.15,2.927,2.3653823808684147e-05,-1.986066230120827e-06,-1.1599363121539866e-05,K
3619.0,149.0313,77.516,15.92,-126.286,7.23,1.364,-1.6604413652029736e-05,6.094421152696206e-05,-2.5086614121969047e-06,K
3620.0,191.8515,161.164,33.119,98.672,7.34,0.925,-2.365484649984281e-06,-4.011608338965992e-05,-3.688949278408257e-05,K
3621.0,162.6034,111.783,22.972,115.831,7.62,1.564,-9.132632046848088e-07,-1.732745630120349e-05,-8.186642725086109e-06,A
3622.0,224.5708,218.477,44.906,-26.143,8.33,1.573,-1.5687059682710282e-05,4.910349329197806e-05,5.351742833276152e-06,F
3623.0,1074.5564,917.027,188.519,527.441,9.79,-0.366,-5.158454204289109e-06,4.395935676391021e-05,-1.1310964214797295e-06,M
3624.0,162.8463,36.094,7.421,-158.622,9.23,3.171,9.648068390813534e-06,-2.864967011874606e-05,-2.7936854381158925e-05,F
3625.0,287.3563,274.081,56.377,65.384,7.51,0.218,3.927134049260544e-07,1.362122354221385e-05,-1.3389072649197667e-05,K
3626.0,319.2777,146.451,30.127,-282.104,8.45,0.929,3.262077988782905e-05,0.0001230409959897,-4.893474925079889e-05,K
3627.0,154.1965,15.754,3.242,-153.355,8.53,2.59,-0.0002155423885995,-6.254779126374345e-06,-0.0001369240284685,G
3628.0,136.9345,112.302,23.11,-74.868,8.96,3.277,-3.251544269848691e-05,5.934881331944997e-05,2.650304137671536e-05,F
3629.0,69.0608,59.416,12.228,-33.01,9.14,4.944,-8.570151909584207e-07,-3.1227874529731954e-05,-1.3109877962883051e-05,G
3630.0,375.238,362.415,74.589,-62.412,8.52,0.648,1.4492556409393531e-05,-2.6237141675463343e-05,-5.3314935483346526e-05,K
3631.0,104.1403,89.724,18.469,-49.534,9.91,4.822,-6.211826097710558e-06,1.5601153625382708e-05,2.303100489305923e-06,G
3632.0,218.9984,206.72,42.574,58.435,5.36,-1.342,-6.597380664525981e-06,-3.003643932989119e-05,-5.826271530895135e-05,M
3633.0,46.5112,44.138,9.094,11.508,9.92,6.582,-1.6022502382751285e-05,4.3704706665403474e-05,-1.495072204847393e-05,K
3634.0,498.0217,258.127,53.207,-422.57,7.39,-1.096,4.0150854889054416e-06,4.622052691571101e-05,-7.81745121680927e-06,M
3637.0,129.9054,109.969,22.684,-65.327,6.81,1.242,1.2325473844189602e-05,-1.3828829847422155e-05,-7.90028920066086e-06,K
3636.0,268.399,246.676,50.885,92.733,8.68,1.536,-2.603771689952433e-06,-1.79236852467032e-05,-1.335327845864451e-05,A
3638.0,244.2631,163.475,33.728,178.334,6.86,-0.079,-1.7747782367413406e-05,4.430707175785515e-05,2.129242992333451e-06,K
3639.0,874.9165,660.022,136.177,557.948,8.59,-1.12,9.480347040793032e-07,2.877239305778545e-05,3.354427000410048e-07,K
3640.0,102.7092,58.981,12.171,-83.2,7.8,2.742,3.7031646855136536e-06,8.856505434009456e-06,5.1390230722745394e-05,F
3642.0,353.8839,336.282,69.396,85.631,8.49,0.746,7.907448038771491e-06,2.767504544454156e-05,-3.411799974410963e-05,B
3641.0,41.3453,14.296,2.95,38.683,6.39,3.308,-1.4847430241449108e-05,3.107447085593272e-05,-1.304647111104603e-05,F
3643.0,63.7648,50.5,10.423,-37.51,8.63,4.607,-1.22855888890018e-05,-1.3240782431191732e-05,-2.1268908026685296e-05,F
3644.0,108.3887,67.087,13.855,-83.997,9.49,4.315,2.396472192091727e-05,7.68133102359141e-05,2.2901123115909208e-05,F
3645.0,28.7604,28.082,5.8,-2.22,7.57,5.276,2.3019755290313952e-05,1.027804614454908e-05,-3.968757579418071e-05,K
3646.0,244.3938,224.969,46.477,-83.41,9.32,2.38,1.7760054661317345e-05,1.2409334519199854e-05,4.240077543810993e-06,F
3647.0,423.5986,257.166,53.137,332.382,9.2,1.065,7.91358418572346e-06,9.34637449900836e-06,-1.8541390706534807e-05,A
3648.0,515.3734,490.221,101.312,-122.594,8.48,-0.081,-3.797252272110521e-06,-3.149377423098397e-05,3.338779825682525e-05,K
3649.0,665.7263,330.158,68.234,574.048,6.41,-2.706,-2.4217326637106687e-06,-2.1650371828866072e-05,-1.3886100552307204e-05,G
3651.0,212.0011,206.703,42.756,19.751,8.97,2.338,2.826718362540662e-06,-1.445983029231636e-05,1.7160757642341647e-06,F
3650.0,115.203,104.875,21.693,42.455,6.95,1.643,-2.0259511853086296e-06,2.981962880425493e-05,-1.023304773356797e-05,F
3652.0,466.8885,456.813,94.542,19.2,8.85,0.504,-2.3398151019018748e-05,-1.9845321933828348e-05,-3.111026504648587e-05,K
3653.0,394.8233,238.012,49.265,-311.141,8.69,0.708,1.0813936311687755e-05,4.6154051990398e-06,8.071078624157347e-06,G
3654.0,167.6922,92.724,19.196,-138.4,8.98,2.857,1.0625761138494022e-06,-4.626654801785078e-06,-6.453181211154695e-06,F
3655.0,281.5148,275.568,57.057,7.586,8.78,1.532,1.169754147277138e-05,1.374905993704655e-05,8.212210004052648e-07,G
3657.0,239.8749,105.325,21.823,214.407,9.13,2.23,1.7402112755785784e-05,3.926929511028812e-05,-8.805370876076376e-06,A
3658.0,454.9087,443.858,91.985,38.353,8.99,0.7,1.993838682926655e-05,6.056581579825727e-05,9.579548083183208e-06,G
3659.0,452.9445,426.366,88.361,-124.751,9.17,0.89,2.0936533400120277e-05,-6.933846055725648e-06,-4.057322633758166e-05,G
3660.0,125.1451,101.193,20.983,-70.577,9.13,3.643,3.15622945386143e-05,-8.087441682695933e-06,-2.0185878089662655e-05,G
3661.0,341.2589,193.485,40.123,278.229,8.32,0.655,-1.8097542743675675e-05,4.4786713911267445e-05,-6.240461450153083e-06,A
3662.0,135.6852,91.683,19.013,98.2,7.48,1.817,1.4200066738016316e-05,-1.389735015505248e-05,-9.577502700865884e-06,G
3663.0,138.9447,129.17,26.79,-43.625,9.56,3.846,-1.4233815546252148e-05,6.764795207198886e-05,-1.3919849360543038e-05,G
3664.0,679.7123,517.639,107.369,-427.236,8.45,-0.712,-4.80051229875755e-06,7.039183245067793e-05,2.556523358422268e-05,M
3665.0,132.2751,129.515,26.869,0.87,8.43,2.823,-1.4041549608423767e-06,7.973922964084495e-06,-3.728322888016729e-05,F
3666.0,148.855,144.22,29.928,21.509,9.4,3.536,-3.230681370211994e-06,1.1427551006884716e-05,5.760819296740793e-06,F
3667.0,453.2541,203.366,42.204,-402.865,8.02,-0.262,-2.0286101823211496e-05,3.9673258117959445e-05,-1.1097221762637022e-05,K
3668.0,450.7379,281.965,58.555,346.745,8.94,0.67,-3.5896459669022154e-06,1.6045001588241843e-05,-1.0586898874464883e-05,A
3669.0,74.03,52.449,10.896,51.096,9.74,5.393,7.270822792504644e-05,1.51112845603838e-05,-7.785645521774895e-05,K
3670.0,293.9846,282.387,58.696,-56.915,7.99,0.648,-1.326941778363426e-05,-4.634836331054371e-06,1.2404221063406543e-05,K
3671.0,435.5678,403.434,83.866,-141.164,9.08,0.885,1.681815610419001e-05,-1.0033622957628957e-05,-6.081944320560535e-06,K
3672.0,155.7657,139.082,28.927,-63.893,7.5,1.538,-1.7924707937861863e-05,2.257693001861348e-05,-1.67598627081463e-05,A
3673.0,115.8007,104.165,21.673,45.713,8.47,3.151,7.291787961257207e-06,3.851454903519585e-06,-1.844116697298597e-05,G
3674.0,88.9939,87.107,18.126,-1.945,8.18,3.433,-5.192203012524943e-06,2.31516824497813e-05,-1.6755771943511654e-05,F
3675.0,86.8056,83.136,17.301,18.009,5.51,0.817,-2.5935447783658173e-06,2.2599429224104035e-05,-1.4670504671000651e-05,G
3676.0,372.7605,271.857,56.592,-248.68,9.44,1.583,3.8459323712628127e-05,7.865210893918766e-05,5.277086378693855e-07,K
3677.0,176.5648,128.528,26.765,118.064,8.9,2.665,-7.717227483260433e-06,-1.9114097755385304e-06,1.6398852729138756e-05,F
3679.0,339.2762,98.076,20.436,-324.148,9.76,2.107,-1.3880987096513896e-05,-1.4645960083192771e-05,7.175201169169785e-06,F
3681.0,341.8661,293.486,61.174,164.306,8.47,0.801,-1.0250433483265217e-05,-2.042621051194813e-05,-2.448833979415201e-05,K
3682.0,129.2601,110.526,23.051,-62.936,9.08,3.523,-3.5218415430829515e-05,-1.9526242292325928e-05,-2.8971817833724463e-05,F
3683.0,271.3869,161.673,33.737,215.347,8.96,1.792,-6.567722620924794e-06,1.9708281318567693e-05,-3.261873450551173e-05,A
3684.0,459.0395,284.881,59.5,354.993,8.5,0.191,2.867626008887126e-06,1.7630172884167322e-05,-2.203899446915748e-06,A
3685.0,102.1834,94.239,19.699,34.242,6.11,1.063,-2.2898055042433222e-06,5.372708002028715e-05,7.4278058853592e-06,F
3686.0,418.9789,274.467,57.391,-311.316,9.4,1.289,-5.3441749187020566e-05,5.668163477766052e-05,-3.338166210987328e-05,K
3687.0,350.1808,272.746,57.06,212.086,9.38,1.659,-1.7160757642341647e-06,2.127197610016128e-06,-1.1383575287062268e-05,A
3688.0,379.9117,194.336,40.668,323.902,8.86,0.962,-6.521701518785023e-06,8.781133095616096e-05,4.051697832385527e-05,G
3689.0,352.1127,192.827,40.369,291.841,9.38,1.647,-4.763695417045733e-06,1.0949954235789752e-05,1.633237780382575e-06,F
3690.0,1337.2411,879.079,184.118,990.724,8.42,-2.211,-1.8031067818362668e-05,-1.1976736159085998e-05,-6.459828703685996e-05,B
3691.0,572.6932,394.305,82.611,407.034,9.03,0.24,8.899458462673243e-06,-1.9301250237420375e-05,-2.0312691793336694e-05,A
3692.0,561.1322,426.634,89.392,353.357,7.55,-1.195,-3.137002860078592e-05,6.431091082127605e-05,-2.1403903259628624e-05,K
3693.0,55.53,49.547,10.382,22.823,4.08,0.357,-7.627230661298213e-06,-2.939725735572769e-05,-2.978894806949508e-05,K
3696.0,146.6813,124.949,26.196,-72.228,9.78,3.948,-3.200614250147343e-05,1.3297030444918123e-05,5.656504798557309e-06,G
3697.0,141.2429,137.278,28.8,16.579,5.98,0.23,1.2695688043625102e-05,1.2752958748510152e-05,-5.296517510708426e-06,G
3698.0,335.8446,206.419,43.321,261.354,7.8,0.169,4.502091018660096e-05,-3.429390262339943e-05,-1.4712435008505777e-05,K
3700.0,444.0084,281.326,59.105,338.387,8.35,0.113,1.7467564989940128e-06,1.62884020840033e-05,-4.5939286847079066e-06,B
3702.0,256.4103,245.762,51.67,51.744,7.56,0.515,-7.591436470745056e-06,3.347574969647015e-05,2.629338968918973e-06,G
3703.0,649.6669,399.234,83.959,505.599,8.18,-0.883,-6.995923409056406e-05,3.825069471626116e-05,-4.99492588801912e-05,K
3704.0,50.6756,39.636,8.337,-30.455,7.85,4.326,-7.259470920643501e-05,-6.097284687940459e-05,-4.5022955568918274e-05,F
3705.0,258.6718,239.472,50.427,83.793,7.67,0.606,-2.407414987489406e-06,1.817526727173395e-05,-5.57366681470572e-06,A
3706.0,162.9697,144.061,30.345,-69.89,8.9,2.839,1.3252032033937012e-05,-9.83113010821396e-06,-4.584724464279952e-06,G
3707.0,423.3727,157.128,33.11,-391.738,8.7,0.566,9.202175045637076e-06,2.515820250307536e-06,-6.567722620924794e-06,A
3708.0,374.7629,366.403,77.238,-15.183,7.17,-0.699,1.3775649907171753e-05,2.3724389498631795e-05,9.74113328625174e-06,K
3709.0,636.6972,245.852,51.85,585.023,9.13,0.11,1.630681052485921e-05,-1.3990415050490689e-05,-5.613551769893522e-06,B
3710.0,224.4186,139.092,29.349,173.654,8.75,1.995,-1.561649399276263e-06,-2.8198663317776296e-05,-2.3299972667787237e-05,F
3711.0,226.6423,197.628,41.72,-102.808,9.18,2.403,2.439118413407916e-06,2.189377232462753e-05,-1.4696071949967193e-06,F
3714.0,237.3411,183.911,38.826,144.915,9.23,2.353,1.0829276679067682e-05,-3.585555202267569e-06,-7.128157375871351e-06,A
3713.0,262.6171,231.855,48.949,113.202,7.88,0.783,-1.5080603825623951e-05,5.347652068641506e-05,7.763248585400206e-06,A
3712.0,108.835,103.809,21.917,24.259,8.91,3.726,9.393418292306796e-06,4.7542866583860456e-05,-1.4724707302409716e-05,F
3715.0,393.6914,328.952,69.453,-204.841,7.09,-0.886,1.4663345832890018e-05,2.98390599362695e-05,-2.561534545099709e-05,K
3716.0,68.4952,8.738,1.845,-67.91,9.19,5.012,-3.65131424376951e-05,-5.997060954391622e-05,-2.554477976104945e-05,G
3717.0,112.0096,104.19,22.013,-34.727,5.7,0.454,4.683925506670128e-06,1.8460598105000537e-05,1.722007372954402e-05,K
3718.0,108.3558,103.35,21.839,24.139,9.24,4.066,1.0090893662514009e-05,4.728514841187773e-05,-1.4786068771929412e-05,G
3719.0,182.0219,159.663,33.756,80.625,6.93,0.629,-2.653372211147521e-05,8.469314561340173e-05,7.596549926538364e-06,G
3720.0,226.9673,197.684,41.797,103.383,8.09,1.31,-2.261272420916664e-05,-4.806648445709519e-07,-2.7055294602392626e-05,G
3721.0,240.9929,61.629,13.034,232.615,5.42,-1.49,4.941643678652851e-06,1.9140687725510505e-05,-1.2620008897884143e-06,B
3722.0,95.4278,93.241,19.729,4.835,8.74,3.842,-1.0289295747294356e-05,4.761956842076008e-05,8.734805186128726e-06,G
3723.0,93.914,75.642,16.009,53.308,9.15,4.286,-3.88009025596211e-06,1.5086739972575924e-05,3.866795270899509e-06,G
3725.0,468.4693,450.026,95.324,-88.619,7.74,-0.613,1.876740545259902e-05,5.802340557782453e-05,2.723631093747573e-05,K
3726.0,135.8821,27.03,5.726,-133.043,9.11,3.444,-7.036831055402872e-05,-2.0792333946748987e-05,-1.7682330133259064e-06,G
3727.0,137.0679,133.356,28.265,-14.31,8.04,2.355,-3.4044365980686005e-05,-5.7108096990822406e-05,-1.42164297965549e-05,K
3728.0,78.691,73.633,15.609,22.953,9.04,4.56,-2.745925761006396e-06,-3.487376851036056e-06,-1.2325473844189602e-05,G
3730.0,63.3372,57.872,12.278,22.621,6.51,2.502,-1.1144265555935455e-05,4.742218902713839e-05,4.165421089228697e-06,F
3731.0,554.0015,452.104,95.921,-305.48,8.82,0.102,4.837329180469368e-06,5.08124102181016e-05,-1.3279644695220876e-05,K
3732.0,542.109,494.996,105.054,194.487,8.26,-0.41,1.6884631029503017e-05,3.594248077116193e-05,-2.4943437359756425e-05,K
3733.0,144.8802,123.538,26.228,-70.999,7.59,1.785,3.713391597100269e-06,5.165715311515608e-05,1.0517355875675894e-05,F
3734.0,81.8647,79.016,16.78,-13.295,7.73,3.165,-5.9653575284731126e-06,7.706591495210352e-05,8.150439458069487e-05,F
3735.0,395.1722,326.607,69.375,-211.367,8.89,0.906,4.470183054509853e-06,-1.6474531874879715e-05,-1.993940952042521e-05,K
3736.0,261.6812,159.536,33.899,204.636,6.86,-0.229,9.87101506340176e-06,-5.304699039977719e-06,-1.296363312719444e-05,A
3737.0,161.1143,121.984,25.925,-102.008,9.28,3.244,4.7070383268558805e-05,-5.897859912001447e-06,2.6496905229763397e-05,F
3738.0,418.9956,409.833,87.127,-1.773,8.53,0.419,-1.328271276869686e-05,4.988687471951284e-06,-1.4750274581376256e-05,K
3739.0,148.9854,117.59,25.0,88.001,8.05,2.184,9.074338650804376e-06,1.789811796773666e-05,-9.173539693194552e-06,A
3740.0,142.1649,111.801,23.769,84.537,7.85,2.086,1.3799171803820967e-05,2.3339857622975032e-05,-2.656542553739372e-05,F
3741.0,105.1525,95.549,20.317,-38.918,5.57,0.461,1.5531610626593717e-05,1.632726434803244e-05,-1.1372325684316993e-05,B
3742.0,358.6417,214.639,45.656,283.671,8.48,0.707,-5.220838364967468e-06,-1.905887243281757e-05,-1.1868330896267867e-05,A
3743.0,485.0374,472.539,100.529,43.147,8.97,0.541,2.168923409289521e-05,2.546500985067384e-06,5.31799402504032e-07,K
3744.0,252.8195,57.502,12.234,245.889,8.5,1.486,4.132694972151526e-06,-1.6993036292321143e-05,-1.3222373990335826e-05,A
3745.0,59.2228,52.464,11.166,-25.103,8.89,5.028,-2.439220682523782e-05,4.906360833679026e-05,-8.481177778780648e-06,G
3746.0,333.8525,325.852,69.359,-21.614,8.02,0.402,-7.492235428354881e-06,3.721777664601295e-05,-9.65318184660684e-06,K
3748.0,576.4876,344.425,73.377,456.426,8.69,-0.114,1.4327903132849016e-06,-4.83139757174913e-05,-6.597892010105313e-05,K
3749.0,656.3536,605.171,129.009,218.918,8.25,-0.836,2.5813747535777445e-05,2.505388800489188e-05,-5.440716964079712e-06,K
3750.0,61.237,17.835,3.803,58.459,5.86,1.925,-1.0716780651614903e-05,3.830285196535291e-05,1.8490256148601727e-06,K
3751.0,328.11,260.467,55.55,191.644,8.7,1.12,-3.9268272419129454e-05,5.041151528390624e-05,-1.7237459479241267e-05,K
3752.0,454.4112,267.757,57.115,362.675,9.04,0.753,-4.035539312078673e-06,2.029428335248079e-05,-1.8423781223288723e-05,A
3753.0,139.4855,134.652,28.732,22.353,8.09,2.367,8.819688552297638e-06,-1.2777503336318027e-05,-6.402046653221616e-06,A
3755.0,176.1919,72.495,15.474,159.839,6.91,0.68,4.854714930166615e-06,2.256874848934419e-05,-2.588431322572509e-06,G
3754.0,132.1725,93.338,19.922,-91.437,8.98,3.374,-1.7235414096923947e-05,5.090240704006382e-05,-6.942027584994941e-06,G
3756.0,480.6676,333.074,71.104,-339.186,8.37,-0.039,-1.298817771500232e-06,-9.899650415844288e-07,1.4633687789288832e-05,K
3758.0,434.112,424.055,90.573,20.673,8.71,0.522,3.0261431384796745e-06,5.1658175806314736e-05,3.93122481389519e-06,G
3759.0,570.5064,195.049,41.705,534.503,8.47,-0.311,-5.7945681049766255e-06,6.25784719985033e-06,-1.3969961227317456e-05,K
3761.0,222.945,214.53,45.883,39.702,8.76,2.019,1.980441428748188e-05,1.131300959711462e-05,-4.073787961412617e-05,K
